[Service ID]	[WSDL Address]	[Service Provider]	[IP Address]	[Country]	[Continent]	[AS]	[Latitude]	[Longitude]	 [Region]	[City]
1866	http://www.iwebmethod.net/netdict/003/whatstime2.asmx?WSDL	iwebmethod.net	210.230.192.182	Japan	Asia	AS4732 DION KDDI CORPORATION	35.69	139.75	Tokyo-to	Tokyo
1867	http://www.iwebmethod.net/helloworld/helloworld.asmx?wsdl	iwebmethod.net	210.230.192.182	Japan	Asia	AS4732 DION KDDI CORPORATION	35.69	139.75	Tokyo-to	Tokyo
1868	http://www.iwebmethod.net/counter1.0/counter.asmx?WSDL	iwebmethod.net	210.230.192.182	Japan	Asia	AS4732 DION KDDI CORPORATION	35.69	139.75	Tokyo-to	Tokyo
1869	http://biomoby.org/services/wsdl/rings.t.soka.ac.jp/getSimilarGlycansWithScoreFromKCF	soka.ac.jp	150.37.112.110	Japan	Asia	AS4725 SOFTBANK TELECOM Corp.	34.67	135.5	Tokyo	Tokyo
1870	http://biomoby.org/services/wsdl/rings.t.soka.ac.jp/getSimilarGlycansWithScore	soka.ac.jp	150.37.63.6	Japan	Asia	AS4725 SOFTBANK TELECOM Corp.	34.67	135.5	Tokyo	Tokyo
1871	http://biomoby.org/services/wsdl/rings.t.soka.ac.jp/getSimilarGlycans	soka.ac.jp	150.37.56.48	Japan	Asia	AS4725 SOFTBANK TELECOM Corp.	34.67	135.5	Tokyo	Tokyo
1872	http://biomoby.org/services/wsdl/rings.t.soka.ac.jp/RINGStest	soka.ac.jp	150.37.34.6	Japan	Asia	AS4725 SOFTBANK TELECOM Corp.	34.67	135.5	Tokyo	Tokyo
1873	http://biomoby.org/services/wsdl/rings.t.soka.ac.jp/getKCFFromGlycanID	soka.ac.jp	150.37.160.54	Japan	Asia	AS4725 SOFTBANK TELECOM Corp.	34.67	135.5	Tokyo	Tokyo
1874	http://pdbjs3.protein.osaka-u.ac.jp/gash/soap/gash.wsdl	osaka-u.ac.jp	null	null	null	null	null	null	null	null
1875	http://www.ps.noda.tus.ac.jp/axis/services/Version?wsdl	tus.ac.jp	null	null	null	null	null	null	null	null
1876	http://www.ps.noda.tus.ac.jp/axis/services/metadb?wsdl	tus.ac.jp	null	null	null	null	null	null	null	null
1877	http://bearmini.net/publicholidays/JP.asmx?WSDL	bearmini.net	204.93.156.223	United States	North America	AS23352 Server Central Network	41.9022	-87.6726	Illinois	Chicago
1878	http://dev.geoap.jp/geoap_match/geoap_trial.asmx?wsdl	geoap.jp	210.166.222.110	Japan	Asia	AS7678 Prox System Design Inc.	35.69	139.75	Tokyo-to	Tokyo
1879	http://dev.geoap.jp/GeOAP_Trial/GeOAP_Trial.asmx?wsdl	geoap.jp	210.166.222.110	Japan	Asia	AS7678 Prox System Design Inc.	35.69	139.75	Tokyo-to	Tokyo
1880	http://www.loftwork.com/common/service/PortfolioService.asmx?WSDL	loftwork.com	54.248.104.44	Japan	Asia	null	35.69	139.75	Tokyo-to	Tokyo
1881	http://www.dis.h.u-tokyo.ac.jp/webservices/dpcsearch.asmx?WSDL	u-tokyo.ac.jp	null	null	null	null	null	null	null	null
1882	http://www.dis.h.u-tokyo.ac.jp/webservices/byomeisearch.asmx?wsdl	u-tokyo.ac.jp	null	null	null	null	null	null	null	null
1883	http://1175.jp:8080/google/PostalCodes.asmx?WSDL	1175.jp	null	null	null	null	null	null	null	null
1884	http://s.ebeta.jp/shipping/service.wsdl	ebeta.jp	null	null	null	null	null	null	null	null
1885	http://www.hi-ho.ne.jp/cgi-bin/user/illusia/cgibin20_test.cgi?op=WSDL	hi-ho.ne.jp	202.224.157.71	Japan	Asia	AS2497 Internet Initiative Japan Inc.	35.69	139.75	Tokyo-to	Tokyo
1886	http://hasegawa.la-piace.jp/ShopService.asmx?wsdl	la-piace.jp	null	null	null	null	null	null	null	null
1887	http://www.one-five.info/PublicWebService/Service.asmx?wsdl	one-five.info	null	null	null	null	null	null	null	null
1888	http://pdbj.protein.osaka-u.ac.jp/SOAP/PDBjSoapService.wsdl	pdbj.org	202.223.160.83	Japan	Asia	AS2907 Research Organization of Information and Systems, National Institute of Informatics	35.69	139.75	Tokyo-to	Tokyo
1889	http://www.rarestyle.net/QRService/QRService.asmx?WSDL	rarestyle.net	219.117.197.108	Japan	Asia	AS2514 NTT PC Communications, Inc.	34.67	135.5	Osaka-fu	Osaka
1890	http://www.s-parts.co.jp/Math/FormulaService.asmx?WSDL	s-parts.co.jp	202.143.64.63	Japan	Asia	AS17941 Bit-isle Co.,Ltd.	35.69	139.75	Tokyo-to	Tokyo
1891	http://tekisaku.jp/tekisakuws/invokeHyouka.asmx?WSDL	tekisaku.jp	150.26.38.38	Japan	Asia	AS18125 Ministry of Agriculture, Forestry and Fisheries Research Network	34.67	135.5	Tokyo	Tokyo
1892	http://wikipedia-lab.org:8080/WikipediaOntologyAPIv3/Service.asmx?wsdl	wikipedia-lab.org	176.34.48.35	Japan	Asia	null	35.69	139.75	Tokyo-to	Tokyo
1893	http://www.yo-ki.com/software/yzipcode/YZipCode.asmx?wsdl	yo-ki.com	202.171.136.26	Japan	Asia	AS2514 NTT PC Communications, Inc.	35.69	139.75	Tokyo-to	Tokyo
1894	http://www.medinfo.kz/jaxrpc-dps/dps?WSDL	medinfo.kz	89.218.40.44	Kazakhstan	Asia	AS9198 JSC Kazakhtelecom	43.25	76.95	Almaty City	Almaty
1895	http://62.215.172.203/GatewayWebService.asmx?WSDL	62.215.172.203	62.215.172.203	Kuwait	Middle East	AS21050 Fast Telecommunications Company W.L.L.	29.315141	47.801514	Al Asimah	Kuwait
1896	http://mail.future.lv:8080/digitaltimesarchive/DocumentService.asmx?wsdl	future.lv	193.108.185.101	Latvia	Europe	AS12993 Digitalas Ekonomikas Attistibas Centrs Autonomous System	56.95	24.1	Riga	Riga
1897	http://distance.ktu.lt/moodle/sqi/sessionmgt.php?wsdl	ktu.lt	158.129.0.8	Lithuania	Europe	AS2847 LITNET, Lithuanian Academic and Research Network	54.9	23.9	Vilniaus Apskritis	Vilnius
1898	http://vertimas.vdu.lt/twsas/Services/TWService.asmx?WSDL	vdu.lt	193.219.38.37	Lithuania	Europe	AS2847 LITNET, Lithuanian Academic and Research Network	54.9	23.9	Kauno Apskritis	Kaunas
1899	http://dataconnector.eea.europa.eu/SoapServices/Services.asmx?wsdl	europa.eu	147.67.119.102	Luxembourg	Europe	AS42848 European Commission	49.61	6.13	Luxembourg	Luxembourg
1900	http://www.mca.org.my/_vti_bin/People.asmx?wsdl	mca.org.my	210.5.43.123	Malaysia	Asia	AS45352 IP ServerOne Solutions Sdn Bhd,	5.73	115.9	Kuala Lumpur	Kuala Lumpur
1901	http://www.mca.org.my/_vti_bin/Authentication.asmx?wsdl	mca.org.my	210.5.43.123	Malaysia	Asia	AS45352 IP ServerOne Solutions Sdn Bhd,	5.73	115.9	Kuala Lumpur	Kuala Lumpur
1902	http://58.71.128.51:9300/mm7/services/Version?wsdl	58.71.128.51	58.71.128.51	Malaysia	Asia	AS9534 Binariang Berhad	5.73	115.9	Selangor	Shah Alam
1903	http://www.guinness.com.my/staging/databaseWS.asmx?WSDL	guinness.com.my	124.150.140.116	Malaysia	Asia	AS24218 Global Transit Communications - Malaysia	4.19303	114.719238	Kuala Lumpur	Kuala Lumpur
1904	http://blogs.timovil.com/_vti_bin/SharepointEmailWS.asmx?wsdl	timovil.com	207.248.251.138	Mexico	North America	AS11172 Alestra, S. de R.L. de C.V.	25.67	-100.4	Nuevo Leon	Garza Garcia
1905	http://blogs.timovil.com/_vti_bin/BusinessDataCatalog.asmx?wsdl	timovil.com	207.248.251.138	Mexico	North America	AS11172 Alestra, S. de R.L. de C.V.	25.67	-100.4	Nuevo Leon	Garza Garcia
1906	http://blogs.timovil.com/_vti_bin/People.asmx?wsdl	timovil.com	207.248.251.138	Mexico	North America	AS11172 Alestra, S. de R.L. de C.V.	25.67	-100.4	Nuevo Leon	Garza Garcia
1907	http://blogs.timovil.com/_vti_bin/Authentication.asmx?wsdl	timovil.com	207.248.251.138	Mexico	North America	AS11172 Alestra, S. de R.L. de C.V.	25.67	-100.4	Nuevo Leon	Garza Garcia
1908	http://tvazteca.viajez.com/WServicesDev/TicketRetrieve?WSDL	viajez.com	107.21.26.39	United States	North America	null	39.0436	-77.4878	Virginia	Ashburn
1909	http://tvazteca.viajez.com/WServicesDev/RetrievePNR?WSDL	viajez.com	107.21.26.39	United States	North America	null	39.0436	-77.4878	Virginia	Ashburn
1910	http://tvazteca.viajez.com/WServicesDev/CancelPNR?WSDL	viajez.com	107.21.26.39	United States	North America	null	39.0436	-77.4878	Virginia	Ashburn
1911	http://www.iingen.unam.mx/Contactenos/_vti_bin/dws.asmx?WSDL	iingen.unam.mx	null	null	null	null	null	null	null	null
1912	http://www.iingen.unam.mx/_vti_bin/Lists.asmx?wsdl	iingen.unam.mx	null	null	null	null	null	null	null	null
1913	http://maya.ccg.unam.mx:8080/axis/services/Version?wsdl	ccg.unam.mx	null	null	null	null	null	null	null	null
1914	http://maya.ccg.unam.mx:8080/axis/TFmodellerService.jws?WSDL	ccg.unam.mx	null	null	null	null	null	null	null	null
1915	http://avaluos.infonavit.gob.mx/DirectorioWebServices/services/EnvioOfertas/wsdl/EnvioOfertas.wsdl	infonavit.gob.mx	null	null	null	null	null	null	null	null
1916	http://200.13.89.5/CHKDOR_Service/CHKDOR.asmx?wsdl	200.13.89.5	200.13.89.5	Mexico	North America	AS21603 Universidad La Salle, AC	19.47	-99.15	Distrito Federal	Mexico
1917	http://200.77.237.252/seshat2/ws/adminUsuario.php?wsdl	200.77.237.252	200.77.237.252	Mexico	North America	AS22908 Sixsigma Networks Mexico, S.A. de C.V.	19.36	-99.3	Distrito Federal	Cuajimalpa
1918	http://200.79.42.56/WebServiceSCG/services/WebServiceSCG/wsdl/WebServiceSCG.wsdl	200.79.42.56	200.79.42.56	Mexico	North America	AS8151 Uninet S.A. de C.V.	19.47	-99.15	Distrito Federal	Mexico
1919	http://201.147.155.231/RespuestaSeps/service.asmx?WSDL	201.147.155.231	201.147.155.231	Mexico	North America	AS8151 Uninet S.A. de C.V.	19.47	-99.15	Distrito Federal	Mexico
1920	http://smn2.cna.gob.mx/webservicessmn/service1.asmx?WSDL	cna.gob.mx	201.116.60.80	Mexico	North America	AS8151 Uninet S.A. de C.V.	19.47	-99.15	Distrito Federal	Mexico
1921	http://correo.ucol.mx/webservice/wscorreo.php?wsdl	correo.ucol.mx	148.213.1.5	Mexico	North America	AS15236 Universidad de Colima	19.23	-103.72	Colima	Colima
1922	http://www.edc.com.mx/EdcTotalWebService/EdcTotalWebService.asmx?wsdl	edc.com.mx	148.243.35.11	Mexico	North America	AS6503 Axtel, S.A.B. de C.V.	25.67	-100.4	Nuevo Leon	Garza Garcia
1923	http://www.pfizer.co.cr/B2B/webservice/b2bwssincronizacion.asmx?WSDL	pfizer.co.cr	null	null	null	null	null	null	null	null
1924	http://creed.vera.net/Autentica/autentica.asmx?WSDL	vera.net	null	null	null	null	null	null	null	null
1925	http://www.expeditiesos.eu/_vti_bin/SpellCheck.asmx?wsdl	expeditiesos.eu	null	null	null	null	null	null	null	null
1926	http://www.expeditiesos.eu/_vti_bin/BusinessDataCatalog.asmx?wsdl	expeditiesos.eu	null	null	null	null	null	null	null	null
1927	http://www.expeditiesos.eu/_vti_bin/SharepointEmailWS.asmx?wsdl	expeditiesos.eu	null	null	null	null	null	null	null	null
1928	http://www.expeditiesos.eu/_vti_bin/People.asmx?wsdl	expeditiesos.eu	null	null	null	null	null	null	null	null
1929	http://www.expeditiesos.eu/_vti_bin/Authentication.asmx?wsdl	expeditiesos.eu	null	null	null	null	null	null	null	null
1930	http://www.onderwijsweb.nl/_vti_bin/Authentication.asmx?wsdl	onderwijsweb.nl	213.154.250.220	Netherlands	Europe	AS12859 BIT BV	52.03	5.55	Gelderland	Ede
1931	http://www.onderwijsweb.nl/_vti_bin/People.asmx?wsdl	onderwijsweb.nl	213.154.250.220	Netherlands	Europe	AS12859 BIT BV	52.03	5.55	Gelderland	Ede
1932	http://ws.adaptivedisclosure.org/axis/services/tokenize?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1933	http://ws.adaptivedisclosure.org/axis/services/getWordnetSynWS?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1934	http://ws.adaptivedisclosure.org/axis/services/NERecognizerService?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1935	http://ws.adaptivedisclosure.org/axis/services/CRFtrain?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1936	http://ws.adaptivedisclosure.org/axis/services/getTermVector?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1937	http://ws.adaptivedisclosure.org/axis/services/CRFapply?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1938	http://ws.adaptivedisclosure.org/axis/services/getFields?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1939	http://ws.adaptivedisclosure.org/axis/services/synonym?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1940	http://ws.adaptivedisclosure.org/axis/services/TestModel?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1941	http://ws.adaptivedisclosure.org/axis/services/getOnlineAcronymsWS?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1942	http://ws.adaptivedisclosure.org/axis/services/Version?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1943	http://ws.adaptivedisclosure.org/axis/services/spellCheck?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1944	http://ws.adaptivedisclosure.org/axis/services/RelationExtractor?wsdl	adaptivedisclosure.org	86.89.110.167	Netherlands	Europe	AS8737 KPN Internet Solutions	52.15	5.38	Utrecht	Amersfoort
1945	http://www.avs.nl/_vti_bin/BusinessDataCatalog.asmx?wsdl	avs.nl	46.23.73.139	Netherlands	Europe	null	52.35	4.92	Noord-holland	Amsterdam
1946	http://www.avs.nl/_vti_bin/People.asmx?wsdl	avs.nl	46.23.73.139	Netherlands	Europe	null	52.35	4.92	Noord-holland	Amsterdam
1947	http://www.avs.nl/_vti_bin/Authentication.asmx?wsdl	avs.nl	46.23.73.139	Netherlands	Europe	null	52.35	4.92	Noord-holland	Amsterdam
1948	http://blogs.code-counsel.net/_vti_bin/SharepointEmailWS.asmx?wsdl	code-counsel.net	157.55.238.140	United States	North America	AS3598 Microsoft Corp	47.6742	-122.1206	Washington	Redmond
1949	http://blogs.code-counsel.net/_vti_bin/UserProfileService.asmx?wsdl	code-counsel.net	157.55.238.140	United States	North America	AS3598 Microsoft Corp	47.6742	-122.1206	Washington	Redmond
1950	http://blogs.code-counsel.net/_vti_bin/BusinessDataCatalog.asmx?wsdl	code-counsel.net	157.55.238.140	United States	North America	AS3598 Microsoft Corp	47.6742	-122.1206	Washington	Redmond
1951	http://blogs.code-counsel.net/_vti_bin/People.asmx?wsdl	code-counsel.net	157.55.238.140	United States	North America	AS3598 Microsoft Corp	47.6742	-122.1206	Washington	Redmond
1952	http://blogs.code-counsel.net/_vti_bin/Authentication.asmx?wsdl	code-counsel.net	157.55.238.140	United States	North America	AS3598 Microsoft Corp	47.6742	-122.1206	Washington	Redmond
1953	http://www.gvb.nl/_vti_bin/BusinessDataCatalog.asmx?wsdl	gvb.nl	195.193.209.15	Netherlands	Europe	AS702 Verizon Business EMEA - Commercial IP service provider in Europe	52	4.37	Noord-holland	Amsterdam
1954	http://www.gvb.nl/_vti_bin/Authentication.asmx?wsdl	gvb.nl	195.193.209.15	Netherlands	Europe	AS702 Verizon Business EMEA - Commercial IP service provider in Europe	52	4.37	Noord-holland	Amsterdam
1955	http://www.gvb.nl/_vti_bin/People.asmx?wsdl	gvb.nl	195.193.209.15	Netherlands	Europe	AS702 Verizon Business EMEA - Commercial IP service provider in Europe	52	4.37	Noord-holland	Amsterdam
1956	http://www.opf.nl/_vti_bin/BusinessDataCatalog.asmx?wsdl	opf.nl	null	null	null	null	null	null	null	null
1957	http://www.opf.nl/_vti_bin/People.asmx?wsdl	opf.nl	null	null	null	null	null	null	null	null
1958	http://www.opf.nl/_vti_bin/Authentication.asmx?wsdl	opf.nl	null	null	null	null	null	null	null	null
1959	http://www.slinger.nu/_vti_bin/People.asmx?wsdl	slinger.nu	217.148.85.99	Netherlands	Europe	AS16237 Nxs Internet BV	51.7862	4.4377	Noord-holland	Amsterdam
1960	http://www.slinger.nu/_vti_bin/Authentication.asmx?wsdl	slinger.nu	217.148.85.99	Netherlands	Europe	AS16237 Nxs Internet BV	51.7862	4.4377	Noord-holland	Amsterdam
1961	http://www.cadcompany.nl/_vti_bin/People.asmx?wsdl	cadcompany.nl	82.201.35.23	Netherlands	Europe	AS15879 IS Interned Services BV Autonomous System	51.7862	4.4377	Noord-holland	Purmerend
1962	http://www.cadcompany.nl/_vti_bin/Authentication.asmx?wsdl	cadcompany.nl	82.201.35.23	Netherlands	Europe	AS15879 IS Interned Services BV Autonomous System	51.7862	4.4377	Noord-holland	Purmerend
1963	http://www.enkeltjebangkok.nl/_vti_bin/Lists.asmx?wsdl	enkeltjebangkok.nl	188.93.150.39	Netherlands	Europe	AS21155 ProServe B.V. Networks	52.02	4.7	Noord-holland	Amsterdam
1964	http://ict1.tbm.tudelft.nl:81/spm4341/meteo.asmx?WSDL	tudelft.nl	131.180.77.102	Netherlands	Europe	AS1128 DTO TUDELFT, The Netherlands - AS	52	4.37	Zuid-holland	Delft
1965	http://ict1.tbm.tudelft.nl:81/spm4341/hazmat.asmx?wsdl	tudelft.nl	131.180.77.102	Netherlands	Europe	AS1128 DTO TUDELFT, The Netherlands - AS	52	4.37	Zuid-holland	Delft
1966	http://ict1.tbm.tudelft.nl:81/spm4341/inventory.asmx?WSDL	tudelft.nl	131.180.77.102	Netherlands	Europe	AS1128 DTO TUDELFT, The Netherlands - AS	52	4.37	Zuid-holland	Delft
1967	http://ict1.tbm.tudelft.nl:81/spm4341/recommendation.asmx?wsdl	tudelft.nl	131.180.77.102	Netherlands	Europe	AS1128 DTO TUDELFT, The Netherlands - AS	52	4.37	Zuid-holland	Delft
1968	http://ict1.tbm.tudelft.nl:81/spm4341/geo.asmx?WSDL	tudelft.nl	131.180.77.102	Netherlands	Europe	AS1128 DTO TUDELFT, The Netherlands - AS	52	4.37	Zuid-holland	Delft
1969	http://www.echtebakker.nl/_vti_bin/Lists.asmx?wsdl	echtebakker.nl	213.193.247.26	Netherlands	Europe	AS15703 TrueServer BV AS number	52.35	4.92	Noord-holland	Amsterdam
1970	http://webservices.daehosting.com/services/TemperatureConversions.wso?WSDL	daehosting.com	null	null	null	null	null	null	null	null
1971	http://webservices.daehosting.com/services/datesservice.wso?WSDL	daehosting.com	null	null	null	null	null	null	null	null
1972	http://webservices.daehosting.com/services/eleventest.wso?wsdl	daehosting.com	null	null	null	null	null	null	null	null
1973	http://www.html2xml.nl/Services/Calculator/Version1/Calculator.asmx?WSDL	html2xml.nl	77.94.248.183	Netherlands	Europe	AS21155 ProServe B.V. Networks	53.22	6.55	Groningen	Groningen
1974	http://www.flexcourier.nl/TopContent/(A(OsBGrTe0DKuAkxcH3axzyMaroSILT5HcPDgvU2sQErd8cJXgaZ4xEqWU0-mCbHH5PfYsjGJlnxfMuOeswT7eIkblftTMgCoo5EUCsPggdxc1))/Webservices/Public.asmx?WSDL	flexcourier.nl	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1975	http://www.flexcourier.nl/TopContent/(A(DlbntOlLmhq-sB5RlmI8tu1alHZ8RY3gdkaECM7t4fl3FyjGLz8EzKa7YZdLAhY_M3_QkLsVy5ITYqSjOZUnoyykYe1IF7cApi_Sl_bksT81))/DataFrames/Data.asmx?WSDL	flexcourier.nl	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1976	http://www.flexrider.eu/TopContent/(A(CTUI1HhwxzaNzsq82Hpt3e_x5Zmfkmh2gjkzLCl3AfgdbF3K0usgyhcdJ0HrBhCQ-b91ERzzO2HvbKd-axtyWtYakXU2Du4NMMFIEi5A-mU1))/Webservices/Public.asmx?WSDL	flexrider.eu	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1977	http://www.flexrider.eu/TopContent/(A(o0Op0H3ffveb1eQtzUiyWhwQ_v2MFKVRVWD7OVryM7LoO0X54NLqCDAWNVyJyruQTyuQHjxbuMBxMGJm8rZT0rIyDu9wKs1VsZ--lxGT7qY1))/DataFrames/Data.asmx?WSDL	flexrider.eu	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1978	http://www.flexrider.nl/TopContent/(A(XLa5Bf687mLUoP3HHTozJwE1Y97bQ9iVEqk5eqKoIKU_8R_VE6fdpDNgjybv6KXNRIprlqpYd8ATfuqtpUrNeKu-BF3Tg_YuT7431YYQroQ1))/Webservices/Public.asmx?WSDL	flexrider.nl	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1979	http://www.flexrider.nl/TopContent/(A(8FwWM5-JdcxkXs6eeVdVkgRasAdOHdXyqs12-C4SQNX5p0kRUEtBstB-9hlu-zyyTRmCSPZ6NLIf_7Z8_V_baIhJDkRKg6Auee6EtR8LXyI1))/DataFrames/Data.asmx?WSDL	flexrider.nl	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1980	http://www.independer.com/thema/autoverzekering/webservices/autotypeservice.asmx?WSDL	independer.com	213.171.136.81	Netherlands	Europe	AS44253 Nines B.V.	52.08	5.13	Noord-holland	Amsterdam
1981	http://www.independer.com/thema/common/webservices/contentproviderservice.asmx?WSDL	independer.com	213.171.136.81	Netherlands	Europe	AS44253 Nines B.V.	52.08	5.13	Noord-holland	Amsterdam
1982	http://www.oorsprong.org/websamples.countryinfo/CountryInfoService.wso?WSDL	oorsprong.org	62.177.194.231	Netherlands	Europe	AS15670 BBNED-AS#1 BBned NV	52.3	4.7	Noord-holland	Amsterdam
1983	http://www.oorsprong.org/websamples.arendsoog/ArendsoogbooksService.wso?WSDL	oorsprong.org	62.177.194.231	Netherlands	Europe	AS15670 BBNED-AS#1 BBned NV	52.3	4.7	Noord-holland	Amsterdam
1984	http://www.oorsprong.org/websamples.anagram/anagramservice.wso?WSDL	oorsprong.org	62.177.194.231	Netherlands	Europe	AS15670 BBNED-AS#1 BBned NV	52.3	4.7	Noord-holland	Amsterdam
1985	http://wetten.overheid.nl/BWBIdService/BWBIdService.wsdl	overheid.nl	62.112.232.27	Netherlands	Europe	AS29311 ASP4all Hosting B.V.	52.3	5.23	Noord-holland	Huizen
1986	http://www.wagenvoort.net/gpcos/webservices/webservice_get_teamsdrivers.php?wsdl	wagenvoort.net	77.94.249.159	Netherlands	Europe	AS21155 ProServe B.V. Networks	53.22	6.55	Noord-holland	Amsterdam
1987	http://www.wagenvoort.net/gpcos/webservices/webservice_get_standings.php?wsdl	wagenvoort.net	77.94.249.159	Netherlands	Europe	AS21155 ProServe B.V. Networks	53.22	6.55	Noord-holland	Amsterdam
1988	http://www.wagenvoort.net/gpcos/webservices/webservice_get_seasonresults.php?wsdl	wagenvoort.net	77.94.249.159	Netherlands	Europe	AS21155 ProServe B.V. Networks	53.22	6.55	Noord-holland	Amsterdam
1989	http://romanadvies.bibliotheek.nl/CompleteAuthorOrTitle.asmx?WSDL	bibliotheek.nl	145.100.53.13	Netherlands	Europe	AS1103 SURFnet, The Netherlands	52.35	4.92	Noord-holland	Amsterdam
1990	http://www.flexcourier.eu/TopContent/(A(msRLKNm6vA4Exq5QmclfeTadPW8Xa6350Ctu5snvPwm5ymMFGfQMcTqGJjMht_JSHM9J-MjM2m62Z7V3we8u9ATistT--3omitXnfCIsBAA1))/DataFrames/Data.asmx?WSDL	flexcourier.eu	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1991	http://www.flextrack.nl/TopContent/(A(wuAB-F21GZeigKVUsaTYliE7XRlqFKA40IKGAmSHkV0EAvQ55LmkmEFL3dYAHPVq0d2y-ty4XxYcK99_J28JR6t9qrcxcJOy6pQFxsfl3RA1))/DataFrames/Data.asmx?WSDL	flextrack.nl	213.125.99.194	Netherlands	Europe	AS9143 Ziggo - tv, internet, telefoon	52.47	4.63	Noord-holland	Amsterdam
1992	http://athena-hi.fontys.nl/users/879014/dotnet/Rekenmachine_server/Service1.asmx?WSDL	fontys.nl	145.85.2.220	Netherlands	Europe	AS1103 SURFnet, The Netherlands	51.45	5.47	Noord-brabant	Eindhoven
1993	http://athena-hi.fontys.nl/users/169344/Dotnet/Dotnet3/Service.asmx?wsdl	fontys.nl	145.85.2.220	Netherlands	Europe	AS1103 SURFnet, The Netherlands	51.45	5.47	Noord-brabant	Eindhoven
1994	http://www.icstats.nl/webservices/rapportage.asmx?wsdl	icstats.nl	195.20.9.59	Netherlands	Europe	AS42949 Eatserver.nl	52.48	4.65	Noord-holland	Beverwijk
1995	http://www.icstats.nl/webservices/beheer.asmx?wsdl	icstats.nl	195.20.9.59	Netherlands	Europe	AS42949 Eatserver.nl	52.48	4.65	Noord-holland	Beverwijk
1996	http://www.gosolution.com.ar/test_cli/veraz.server.wsdl	mine.nu	204.13.248.119	United States	North America	AS33517 Dynamic Network Services, Inc.	40.7933	-74.0263	New Jersey	North Bergen
1997	http://hometownnerd.mine.nu/phrasebook/ch09-communication/wsdl-nusoap-server.php/phrasebook/ch09-communication/wsdl-nusoap-server.php?wsdl	mine.nu	204.13.248.119	United States	North America	AS33517 Dynamic Network Services, Inc.	40.7933	-74.0263	New Jersey	North Bergen
1998	http://www.mircules.com/WS/LanguageWebService/LanguageWebService.asmx?WSDL	mircules.com	null	null	null	null	null	null	null	null
1999	http://pp2g.tv/home/videoservice.asmx?WSDL	pp2g.tv	213.163.83.245	Netherlands	Europe	AS49544 Interactive3D	51.92	4.5	Zuid-holland	Rotterdam
2000	http://pp2g.tv/tv/userservice1.asmx?WSDL	pp2g.tv	213.163.83.245	Netherlands	Europe	AS49544 Interactive3D	51.92	4.5	Zuid-holland	Rotterdam
2001	http://topsauctions.com/WebServices/LanguageService.asmx?WSDL	topsauctions.com	81.93.54.74	Netherlands	Europe	AS25542 Denit Internet Services B.V.	52.35	4.92	Noord-holland	Amsterdam
2002	http://topsauctions.com/WebServices/AuctionClosingService.asmx?WSDL	topsauctions.com	81.93.54.74	Netherlands	Europe	AS25542 Denit Internet Services B.V.	52.35	4.92	Noord-holland	Amsterdam
